zotero_key,date,year,title,abstract,doi,item_type,publication_status,inclusion_status,application_family,model_group,evidence_tier,evidence_role,pathway,validation_scope,reference_directness,evidence_direction
2R2GTHUQ,2026-6-9,2026,Beyond Multispectral Limits: Satellite Embeddings For Fire Severity Estimation Across Global Biomes,"Abstract Estimating fuel consumption intensity is essential for understanding wildfire behavior, destructiveness, post-fire ecological assessments, risk, management, and mitigation. Over the last five decades, multispectral Earth Observation (EO) data were instrumental in quantifying fire intensity or severity. The spectral contrast between near-infrared and shortwave-infrared reflectance has been used to derive the Normalized Burn Ratio (NBR) and the differential pre- and post-fire NBR (ΔNBR), a reliable proxy for fire severity. However, fire severity estimation from multispectral data often faces challenges, including cloud and smoke interference, canopy obstruction in dense forests, and temporal gaps between satellite revisits and fire events. Google Satellite Embedding (GSE) offers a new direction by integrating multi-source EO and reanalysis data, including optical, thermal, SAR, LiDAR, elevation, climate, and gravity datasets into compact 64-dimensional vectors that encode temporal trajectories of the land surface at 10m resolution. A scalable method has been developed using Random Forest (RF) and eXtreme Gradient Boosting (XGBoost) to model and predict ΔNBR from GSE-vectors anchored to pre- and post-fire Sentinel-2A data. The models were evaluated across different forest biomes: Mediterranean Shrubland (Castelo Branco Fire, Portugal, 2020; R² = 0.89), Taiga biome (La-Grande Reservoir Fire, Canada, 2023; R² = 0.71), Temperate Deciduous (Dwarahat, India, 2019; R² = 0.69), Savannas (Northern Congo Fire, 2020; R² = 0.79), Tropical Dry Forest (Bandipur Fire, 2019; R² = 0.86), Coniferous Forest (Park Fire, Northern California, USA, 2024; R² = 0.82), and Desert Shrubland (Black Summer Bushfires, Australia, 2019; R² = 0.76). The RMSE and MAE demonstrated 0.04–0.16 and 0.03–0.11, respectively. The framework suggests that GSE can effectively track fire-induced destruction and associated land-cover changes that are often challenging in multispectral data.",10.21203/rs.3.rs-9849270/v1,preprint,Preprint,Primary evidence,Disturbance & hazards,AlphaEarth,Tier 3,Application study,Feature extraction,Geographic,Unclear,Positive
8TMCG4B9,2026-7-3,2026,Utilising embeddings for maps of winter wheat and crop rotation in Henan China during 2018-2024,"Abstract. Accurate large-scale monitoring of wheat cultivation and its crop rotation patterns is essential for food security and agricultural management. However, traditional remote sensing classification approaches typically rely on long-term multi-source imagery, complex feature engineering, and extensive labelled samples, limiting their scalability and spatiotemporal generalisation. To address these challenges, this study explores the potential of the AlphaEarth Foundation (AEF) embeddings—a global, annual, analysis-ready satellite embedding dataset—for winter wheat and crop rotation mapping. Firstly, we analyze AEF embeddings for intra-class consistency and inter-class separability, assessing their effectiveness in representing wheat. Subsequently, we compare multiple lightweight classifiers to identify an optimal model and conduct spatiotemporal generalization experiments across Henan Province from 2018 to 2024 using only limited labelled samples from 2020. Based on the resulting wheat maps, crop rotation patterns are further identified. Experimental results demonstrate that AEF embeddings exhibit strong semantic coherence and discriminative capability. Acceptable accuracy (OA=0.85) can already be achieved with simple models like cosine similarity and linear regression. More advanced lightweight classifiers further improve performance (OA=0.86–0.93) while maintaining stable results across different years and regions (spatial consistency=0.82). In addition, the crop rotation maps show high spatial agreement with existing products, while producing more spatially contiguous field patterns. Overall, AEF embeddings can serve as effective, ready-to-use features for large-scale agricultural remote sensing applications. By substantially reducing reliance on complex feature engineering and extensive training samples, they provide a practical and scalable solution for mapping winter wheat and its crop rotation patterns.",10.5194/isprs-annals-xi-2-2026-865-2026,journalArticle,Peer reviewed,Primary evidence,Agriculture & food systems,AlphaEarth,Tier 3,Comparative application,Feature extraction,Geographic + temporal,Mixed,Positive
UF6E8ERB,2026-6-10,2026,Mapping peatland species fractions and condition using multi-temporal spaceborne imaging spectroscopy data,"Rewetting drained peatlands is crucial in mitigating climate change, but special monitoring schemes are required to track rewetting effects. Species distribution and condition may give indications on water level and hence rewetting success. We mapped the fractions of seven peatland related and four non-peatland vegetation classes, as well as their dynamics in condition from five 30 m EnMAP images. We used neural network regression with synthetic training data augmentation to predict peatland vegetation fractions (e.g., Phragmites australis , Typha spp. and Carex spp.) from the hyperspectral EnMAP stack, as well as NPV (non-photosynthetically active vegetation), GV (green vegetation), and water fractions from the single-dates to derive intra-annual dynamics. Patterns of species fractions matched field observations at varying accuracies with the highest agreement for Typha and Phragmites (MAE = 16% and 22%, respectively). The changes in vegetation condition similarly matched field observations (GV: MAE = 12%, Water: MAE = 14%, NPV = 21%), and in combination with species fractions revealed class-specific trends, such as differences in timing of the green peak (maximum GV fractions). Intraspecific variations in green peak could be observed for the class Phragmites, indicating differences in water level. Further, dynamics in the extent of open water areas were apparent, highlighting the necessity of multi-temporal information. Increasing availability of spaceborne imaging spectroscopy will enable long-term monitoring of peatland rewetting, accounting for intra-annual variations in vegetation and water dynamics.",10.3389/fenvs.2026.1805563,journalArticle,Peer reviewed,Excluded: no EOFM use,Wetland spectroscopy (non-EOFM),Other EOFM,,,,,,
KRHM969D,2026-1-29,2026,"Hydrochemistry and modeling nitrate concentration in farmland groundwater under different hydrological seasons by integrating hybrid quantum-classical ML, virtual sample generation and AlphaEarth Foundation","Abstract. Precise seasonal prediction of groundwater nitrate concentrations in intensive agricultural areas faces challenges such as data sparsity, strong spatiotemporal heterogeneity, and complex hydro-biogeochemical processes. To address these issues, this study proposes an integrated prediction framework combining hybrid quantum-classical machine learning, advanced virtual sample generation (t-SNE-GMM-KNN), and remote sensing foundation model semantic embedding (AEF). Modeling was conducted across the 2022–2023 normal, dry, and wet seasons in Xiong'an New Area. Hydrochemical types were dominated by Ca-Mg-HCO3−, controlled by mineral dissolution and evaporation. Nitrate concentrations were highest in the dry season (mean 42.93 mg L−1), driven by evaporative concentration. Spatially, high-value zones shifted: southeast (normal), central (dry), and northwest (wet). MixSIAR modeling based on isotopes indicated domestic sewage and livestock manure (74.1 %) as dominant sources. The t-SNE-GMM-KNN strategy mitigated small-sample bias while preserving nonlinear structure. When virtual samples were augmented to 10-fold, the Random Forest R2 in the dry season increased from 0.284 to > 0.85. Furthermore, a hybrid quantum-classical Random Forest exhibited superior robustness for data sparsity, achieving peak performance in the normal season (R2 = 0.962, RMSE = 5.73 mg L−1). Additionally, using only AEF embeddings achieved screening-level accuracy (R2 up to 0.860), providing a feasible rapid survey scheme for extensive unmonitored regions. Correlation analysis identified TDS and EC as persistent top predictors (r > 0.8). This comprehensive framework offers a robust solution for seasonal nitrate prediction and sustainable water management.",10.5194/egusphere-2026-272,preprint,Preprint,Primary evidence,"Water, energy & climate states",AlphaEarth,Tier 2,Application study,Fusion / similarity,Within-domain / unclear,Direct / in situ,Mixed / conditional
DZKA5X7T,2026-4-30,2026,Fusing Satellite Embeddings to Improve Streamflow Reconstruction Across River Networks,"Abstract. Reconstructing streamflow across river networks is increasingly challenging in the context of heavily modified land surface conditions. Here we present a Data Integration model with Satellite Embeddings (DISE), a reach-scale residual-learning framework that integrates Google Satellite Embeddings (SE; compact learned vector representations of satellite imagery) from the AlphaEarth Foundation Model with a recently developed discharge simulation (GRADES-hydroDL) by learning corrections toward gauge observations. We evaluate DISE at 41 gauging stations in the Yangtze River Basin using leave-one-station-out cross-validation, with embeddings aggregated over each reach’s contributing subcatchment. Simulations incorporating SE consistently outperform the GRADES-hydroDL baseline, with mean aggregation emerging as the most balanced strategy. Improvements are most pronounced for magnitude and bias: compared to GRADES-hydroDL, median KGE increases from 0.485 to 0.594 and median NSE from 0.301 to 0.533, while correlation gains remain modest, suggesting SE primarily help the model capture streamflow volume and variability rather than timing. Control experiments further show that SE enhance spatial generalization beyond both meteorological forcings and traditional hydro-environmental reach attributes (RiverATLAS): compared to the base configuration without spatial context, adding SE alone increases median KGE from 0.473 to 0.594; when SE are further added on top of RiverATLAS, median KGE increases from 0.497 to 0.567. Once SE are included, adding RiverATLAS can even slightly reduce performance. Embedding-driven gains weaken where streamflow is governed by processes not directly visible from surface imagery, particularly complex reservoir operations. Nevertheless, SE can still provide useful information when forcing-based corrections are limited. These results demonstrate that SE provide analysis-ready, information-rich representations of land surface heterogeneity that measurably strengthen streamflow reconstruction across river networks. DISE offers a scalable pathway to inject high-resolution Earth observation context into river-network modeling, improving predictions in basins where conventional forcings and hydro-environmental descriptors are often insufficient.",10.5194/egusphere-2026-1834,preprint,Preprint,Primary evidence,Hydrological modelling,AlphaEarth,Tier 2,Application study,Fusion / similarity,Geographic,Mixed,Positive
YDU47ZUT,2026-07-08,2026,MMEarth-Bench: Global Model Adaptation via Multimodal Test-Time Training,"Recent research in geospatial machine learning demonstrates that models pretrained with self-supervised learning on Earth observation data can perform well on downstream tasks with limited labeled data. However, most benchmark datasets have few data modalities and poor global representation, limiting the ability to evaluate multimodal pretrained models at global scales. In order to fill this gap, we introduce MMEarth-Bench, a collection of five new environmental tasks with 12 modalities, globally distributed data, and both random and geographic test splits. We benchmark a diverse set of pretrained models and find that while (multimodal) pretraining tends to improve model robustness in limited data settings, geographic generalization abilities remain poor. Moreover, a simple randomly initialized multimodal model is competitive given enough labeled data. Although data is abundant, models can currently only make use of the modalities on which they were pretrained. To solve this problem, we propose using all the modalities available at test time as auxiliary tasks for test-time adaptation. Our model-agnostic method for test-time training with multimodal reconstruction (TTT-MMR) can improve performance across all models and tasks on both test splits. Furthermore, geographic batching leads to a good trade-off between regularization and specialization during TTT, which is especially beneficial for long-tail distributions. Our dataset, code, and visualization tool are linked on the project page: lgordon99.github.io/mmearth-bench.",10.48550/arXiv.2602.06285,preprint,Preprint,Primary evidence,Multi-domain benchmarks,Other EOFM,Tiers 2–3,Benchmark,Fine-tuning / PEFT,Geographic,Product / mapped label,Mixed / conditional
KWDAVLR6,2026-03-10,2026,Geospatial foundation models enable data-efficient tree species mapping in temperate mountain forests,"Accurate mapping of tree species from satellite data remains challenging in heterogeneous mountain forests due to environmental gradients, mixed stands, limited availability of high-purity training labels, and strong illumination-angle effects. Recent geospatial foundation models offer a new approach by learning generic, cloud-agnostic, information-rich representations from large multi-sensor archives suitable for a range of downstream tasks, but their ecological utility for species-level mapping remains incompletely understood. Here, we evaluate two geospatial foundation-model embeddings, AlphaEarth and Tessera, for tree species classification in the Trentino region of northern Italy, using parcel-level forest inventories as reference data (18 species and species groups). We compare their performance against conventional Sentinel-1+2 satellite composites across a series of controlled experiments examining classification accuracy, label efficiency, classifier complexity, robustness to label impurity, and temporal transferability. Foundation-model embeddings consistently outperform composite-based multispectral satellite baselines (weighted F1 = 0.83 vs. 0.80; macro F1 = 0.55 vs. 0.50), reaching near-asymptotic accuracy with as few as 5% of available training parcels and preserving ecologically meaningful structure aligned with functional and taxonomic groupings. However, realising this advantage requires a nonlinear classifier: a compact neural network provides better results than classic machine learning (i.e. Random Forest) and performs as well as deeper neural networks, while a linear classifier on foundation-model embeddings underperforms a neural network on conventional composites. Ancillary environmental covariates offer no additional classification benefit when added to embedding-based models. Classification accuracy remains robust to moderate levels of label impurity, allowing mixed parcels to be retained in the training dataset without substantial penalties, while training with parcel-level species proportions as soft labels achieves higher peak performance (macro F1 = 0.586 for Tessera, 0.589 for AlphaEarth) and lower Proportion L1 error than hard labels without requiring purity filtering, maximising the value of the full range of input data. However, temporal transfer across years reveals performance degradation, with weighted F1 declining by 9% for Tessera and 15% for AlphaEarth, and disproportionate losses for rare species. Overall, our results show that geospatial foundation models shift a primary bottleneck in species mapping from feature engineering toward the availability, quality, and temporal alignment of ecological reference data, while opening new opportunities for scalable biodiversity monitoring and the analysis of ecological change.",10.64898/2026.02.23.707022,preprint,Preprint,Primary evidence,"Ecosystems, land cover & cryosphere",Multi-model,Tier 3,Application study,Mixed / benchmark,Geographic + temporal,Product / mapped label,Positive
KBBGUF4Y,2026-05-06,2026,Low-Rank Adaptation of Geospatial Foundation Models for Wildfire Mapping Using Sentinel-2 Data,"Wildfire burned-area mapping is essential for damage assessment, emissions modeling, and understanding fire-climate interactions across diverse ecological regions. Recent geospatial foundation models provide strong general-purpose representations for satellite imagery, yet there is still no clear understanding of how to efficiently adapt these models for downstream Earth observation tasks, particularly under geographic and temporal domain shift. This study evaluates three state-of-the-art Geospatial Foundation Models (GFMs) - Terramind, DINOv3, and Prithvi-v2 - for burned-area mapping across the United States and Canada using Sentinel-2 data. Leveraging 3,820 wildfire events from 2017-2023, we conduct spatial and temporal generalization tests across diverse biomes. We systematically compare full fine-tuning, decoder-only fine-tuning, and Low-Rank Adaptation (LoRA) for adapting each model. Across all experiments, LoRA provides the strongest cross-domain generalization while updating less than 1% of parameters, demonstrating a favorable trade-off between accuracy and efficiency. Prithvi-v2 with LoRA achieves the highest overall accuracy and the largest improvement compared to full fine-tuning. These findings indicate that geospatial foundation models, when adapted using lightweight parameter-efficient methods such as LoRA, offer a robust and scalable solution for large-scale burned-area mapping. Code is available at https://github.com/alishibli97/wildfire-lora-gfm.",10.48550/arXiv.2605.04989,preprint,Preprint,Primary evidence,Disturbance & hazards,Multi-model,Tier 3,Application study,Fine-tuning / PEFT,Geographic + temporal,Product / mapped label,Positive
K5YW2Q5H,2026-02-04,2026,Interpolation of GEDI Biomass Estimates with Calibrated Uncertainty Quantification,"Reliable wall-to-wall biomass density estimation from NASA's GEDI mission requires interpolating sparse LIDAR observations across heterogeneous landscapes. While machine learning approaches like Random Forest and XGBoost are widely used, they treat spatial predictions of GEDI observations from multispectral or SAR remote sensing data as independent without adapting to the varying difficulty of heterogeneous landscapes. We demonstrate these approaches generally fail to produce calibrated prediction intervals. We show that this stems from conflating ensemble variance with aleatoric uncertainty and ignoring local spatial context. To resolve this, we introduce Attentive Neural Processes (ANPs), a probabilistic meta-learning architecture that explicitly conditions predictions on local observation sets and exploits geospatial foundation model embeddings. Unlike static ensembles, ANPs learn a flexible spatial covariance function, allowing estimates to be more uncertain in complex landscapes and less in homogeneous areas. We validate this approach across five distinct biomes ranging from tropical Amazonian forests to boreal, temperate, and alpine ecosystems, demonstrating that ANPs achieve competitive accuracy while maintaining near-ideal uncertainty calibration. We demonstrate the operational utility of the method through few-shot adaptation, where the model recovers most of the performance gap in cross-region transfer using minimal local data. This work provides a scalable, theoretically rigorous alternative to ensemble variance for continental scale earth observation.",10.48550/arXiv.2601.16834,preprint,Preprint,Primary evidence,"Vegetation, carbon & fuels",Other EOFM,Tier 2,Model paper with applications,Mixed / benchmark,Geographic,Product / mapped label,Mixed / conditional
5PHB4GKV,2026,2026,"Assessing Geo-Foundational Models for Flood Inundation Mapping: Benchmarking Models for Sentinel-1, Sentinel-2, and Planetscope","Geo-foundational models (GFMs) enable fast and reliable extraction of spatiotemporal information from satellite imagery, improving flood inundation mapping by leveraging location and time embeddings. Despite their potential, it remains unclear whether GFMs outperform traditional models such as U-Net. A systematic comparison across sensors and data availability scenarios is still lacking, which is essential to guide end-users in model selection. To address this, we evaluate three GFMs—Prithvi 2.0, Clay V1.5, dynamic one-for-all (DOFA)—and UViT (a Prithvi variant), against TransNorm, U-Net, DeepLabv3+, and Attention U-Net using PlanetScope (PS), Sentinel-1, and Sentinel-2. We observe competitive performance among all GFMs, with 2% –5% variation between the best and worst models across sensors. Clay outperforms others on PS (0.79 mIoU) and Sentinel-2 (0.72), while Prithvi leads on Sentinel-1 (0.57). In leave-one-region-out cross-validation across five regions, Clay shows slightly better performance across all sensors, with mIoU scores of 0.72, 0.66, and 0.51 for PanetScope, Sentinel-2, and Sentinel-1 respectively, compared to Prithvi (0.70, 0.64, 0.49) and DOFA (0.67, 0.64, 0.49). Across all 19 sites, cross-validation reveals a 4% improvement by Clay over U-Net. Visual inspection highlights Clay’s superior ability to retain fine details. Few-shot experiments show Clay achieves 0.64 mIoU on PS with just five training images, outperforming Prithvi (0.24) and DOFA (0.35). In terms of computational time, Clay is a better choice due to its smaller model size (26M parameters), making it approximately 3× faster than Prithvi (650M) and 2× faster than DOFA (410M). Our results suggest GFMs offer small to moderate improvements in flood mapping accuracy at lower computational cost and labeling effort.",10.1109/JSTARS.2026.3656855,journalArticle,Peer reviewed,Primary evidence,Disturbance & hazards,Multi-model,Tier 3,Benchmark,Mixed / benchmark,Geographic,Product / mapped label,Mixed / conditional
45HDHVJW,2026-01-05,2026,Prithvi-Complimentary Adaptive Fusion Encoder (CAFE): unlocking full-potential for flood inundation mapping,"Geo-Foundation Models (GFMs), have proven effective in diverse downstream applications, including semantic segmentation, classification, and regression tasks. However, in case of flood mapping using Sen1Flood11 dataset as a downstream task, GFMs struggles to outperform the baseline U-Net, highlighting model's limitation in capturing critical local nuances. To address this, we present the Prithvi-Complementary Adaptive Fusion Encoder (CAFE), which integrate Prithvi GFM pretrained encoder with a parallel CNN residual branch enhanced by Convolutional Attention Modules (CAM). Prithvi-CAFE enables fast and efficient fine-tuning through adapters in Prithvi and performs multi-scale, multi-level fusion with CNN features, capturing critical local details while preserving long-range dependencies. We achieve state-of-the-art results on two comprehensive flood mapping datasets: Sen1Flood11 and FloodPlanet. On Sen1Flood11 test data, Prithvi-CAFE (IoU 83.41) outperforms the original Prithvi (IoU 82.50) and other major GFMs (TerraMind 82.90, DOFA 81.54, spectralGPT: 81.02). The improvement is even more pronounced on the hold-out test site, where Prithvi-CAFE achieves an IoU of 81.37 compared to the baseline U-Net (70.57) and original Prithvi (72.42). On FloodPlanet, Prithvi-CAFE also surpasses the baseline U-Net and other GFMs, achieving an IoU of 64.70 compared to U-Net (60.14), Terramind (62.33), DOFA (59.15) and Prithvi 2.0 (61.91). Our proposed simple yet effective Prithvi-CAFE demonstrates strong potential for improving segmentation tasks where multi-channel and multi-modal data provide complementary information and local details are critical. The code is released on \href{https://github.com/Sk-2103/Prithvi-CAFE}{Prithvi-CAFE Github}",10.48550/arXiv.2601.02315,preprint,Preprint,Primary evidence,Disturbance & hazards,Multi-model,Tier 3,Application study,Fine-tuning / PEFT,Geographic,Product / mapped label,Positive
T5RL3SVG,2026-01-28,2026,Applications of the TESSERA Geospatial Foundation Model to Diverse Environmental Mapping Tasks,"Accurate monitoring of natural resources at scale requires processing petabytes of satellite observations, yet persistent cloud cover, irregular observation patterns, and the scarcity of labeled training data limit conventional approaches. We recently proposed the TESSERA self-supervised foundation model that generates 128-dimensional pixel embeddings from Sentinel-1 and Sentinel-2 time series at 10 m resolution with annual global coverage. TESSERA is trained on 800 million globally distributed pixels spanning 2017-2024 and uses a dual-branch Barlow Twin loss to learn spectrally and temporally decorrelated representations that preserve phenological signals and temporal dynamics despite being obscured by clouds, which eliminates the need for compositing, curve fitting or the extraction of hand-crafted feature sets. Here, we evaluate TESSERA performance across five diverse downstream applications: crop type classification in Austria, wildfire burn area detection in California, canopy height estimation in Bornean tropical rainforests, above-ground biomass prediction in Finnish forests, and carbon market stocking indices in Brazilian agroforestry systems. In all cases, TESSERA matches or exceeds the performance of task-specific supervised models. It achieves excellent label efficiency, typically reaching over 90% of final performance using less than 1% of available training data, making scalable monitoring for biodiversity conservation, climate policy, and ecosystem management possible even in resource-constrained environments.",10.2139/ssrn.6142416,preprint,Preprint,Primary evidence,Multi-domain benchmarks,TESSERA,Tiers 2–3,Application study,Mixed / benchmark,Geographic,Product / mapped label,Positive
J93VWMRF,2025-11-27,2025,Leveraging AI multimodal geospatial foundation models for improved near-real-time flood mapping at a global scale,"Floods are among the most damaging weather-related hazards, and in 2024, the warmest year on record, extreme flood events affected communities across five continents. Earth observation (EO) satellites provide critical, frequent coverage for mapping inundation, yet operational accuracy depends heavily on labeled datasets and model generalization. Recent Geospatial Foundation Models (GFMs), such as ESA-IBM's TerraMind, offer improved generalizability through large-scale self-supervised pretraining, but their performance on diverse global flood events remains poorly understood. We fine-tune TerraMind for flood extent mapping using FloodsNet, a harmonized multimodal dataset containing co-located Sentinel-1 (Synthetic Aperture Radar, SAR data) and Sentinel-2 (optical) imagery for 85 flood events worldwide. We tested four configurations (base vs. large models; frozen vs. unfrozen backbones) and compared against the TerraMind Sen1Floods11 example and a U-Net trained on both FloodsNet and Sen1Floods11. The base-unfrozen configuration provided the best balance of accuracy, precision, and recall at substantially lower computational cost than the large model. The large unfrozen model achieved the highest recall. Models trained on FloodsNet outperformed the Sen1Floods11-trained example in recall with similar overall accuracy. U-Net achieved higher recall than all GFM configurations, though with slightly lower accuracy and precision. Our results demonstrate that integrating multimodal optical and SAR data and fine-tuning a GFM can enhance near-real-time flood mapping. This study provides one of the first global-scale evaluations of a GFM for flood segmentation, highlighting both its potential and current limitations for climate adaptation and disaster resilience.",10.48550/arXiv.2512.02055,preprint,Preprint,Primary evidence,Disturbance & hazards,TerraMind,Tier 3,Application study,Fine-tuning / PEFT,Geographic,Product / mapped label,Positive
WMC3AAIC,2026-03-30,2026,ZeroFlood: Flood Hazard Mapping from Single-Modality SAR Using Geo-Foundation Models,"Flood hazard mapping is essential for disaster prevention but remains challenging in data-scarce regions, where traditional hydrodynamic models require extensive geophysical inputs. This paper introduces \textit{ZeroFlood}, a framework that leverages Geo-Foundation Models (GeoFMs) to predict flood hazard maps using single-modality Earth Observation (EO) data, specifically SAR imagery. We construct a dataset that pairs EO data with flood hazard simulations across the European continent. Using this dataset, we evaluate several recent GeoFMs for the flood hazard segmentation task. Experimental results show that the best-performing model, TerraMind, achieves an F1-score of 88.36\%, outperforming supervised learning baselines by more than 3 percentage points. We shows the performance can be further improved by applying the Thinking-in-Modality (TiM) mechanism. These results demonstrate the potential of Geo-Foundation Models for data-driven flood hazard mapping using limited observational inputs. The dataset and experiment code are publicly available at https://github.com/khyeongkyun/zeroflood.",10.48550/arXiv.2510.23364,preprint,Preprint,Primary evidence,Disturbance & hazards,TerraMind,Tier 3,Application study,Fine-tuning / PEFT,Within-domain / unclear,Product / mapped label,Positive
W3G98ULN,2025-12-02,2025,High-Resolution LFMC Maps for Wildfire Risk From Multimodal Earth Observation Data,"Wildfires are increasing in intensity and severity at an alarming rate. Recent advances in AI and publicly available satellite data enable monitoring critical wildfire risk factors globally, at high resolution and low latency. Live Fuel Moisture Content (LFMC) is a critical wildfire risk factor and is valuable for both wildfire research and operational response. However, ground-based LFMC samples are both labor intensive and costly to acquire resulting in sparse and infrequent updates. In this work, we explore the use of a pretrained, highly-multimodal earth-observation model for generating large-scale spatially complete (wall-to-wall) LFMC maps. Our approach achieves significant improvements over previous methods using randomly initialized models (>20>20>20% reduction in RMSE). We provide an automated pipeline that enables rapid generation of these LFMC maps across the United States, and demonstrate its effectiveness in two regions recently impacted by wildfire (Eaton and Palisades).",,conferencePaper,Conference,Primary evidence,"Vegetation, carbon & fuels",Other EOFM,Tier 2,Application study,Mixed / benchmark,Geographic,Product / mapped label,Positive
EKDJRCR7,2026-03-09,2026,BotaCLIP: Contrastive Learning for Botany-Aware Representation of Earth Observation Data,"Foundation models have demonstrated a remarkable ability to learn rich, transferable representations across diverse modalities such as images, text, and audio. In modern machine learning pipelines, these representations often replace raw data as the primary input for downstream tasks. In this paper, we address the challenge of adapting a pre-trained foundation model to inject domain-specific knowledge, without retraining from scratch or incurring significant computational costs. To this end, we introduce BotaCLIP, a lightweight multimodal contrastive framework that adapts a pre-trained Earth Observation foundation model (DOFA) by aligning high-resolution aerial imagery with botanical relevés. Unlike generic embeddings, BotaCLIP internalizes ecological structure through contrastive learning with a regularization strategy that mitigates catastrophic forgetting. Once trained, the resulting embeddings serve as transferable representations for downstream predictors. Motivated by real-world applications in biodiversity modeling, we evaluated BotaCLIP representations in three ecological tasks: plant presence prediction, butterfly occurrence modeling, and soil trophic group abundance estimation. The results showed consistent improvements over those derived from DOFA and supervised baselines. More broadly, this work illustrates how domain-aware adaptation of foundation models can inject expert knowledge into data-scarce settings, enabling frugal representation learning.",10.48550/arXiv.2511.21194,preprint,Preprint,Primary evidence,"Ecosystems, land cover & cryosphere",Other EOFM,Tier 3,Model paper with applications,Mixed / benchmark,Within-domain / unclear,Unclear,Positive
MHEWLR4P,2026-02-02,2026,StefaLand: An Efficient Geoscience Foundation Model That Improves Dynamic Land-Surface Predictions,"Managing natural resources and mitigating risks from floods, droughts, wildfires, and landslides require models that can accurately predict climate-driven land-surface responses. Traditional models often struggle with spatial generalization because they are trained or calibrated on limited observations and can degrade under concept drift. Recently proposed vision foundation models trained on satellite imagery demand massive compute, and they are not designed for dynamic land surface prediction tasks. We introduce StefaLand, a generative spatiotemporal Earth representation learning model centered on learning cross-domain interactions to suppress overfitting. StefaLand demonstrates especially strong spatial generalization on five datasets across four important tasks: streamflow, soil moisture, soil composition and landslides, compared to previous state-of-the-art methods. The domain-inspired design choices include a location-aware masked autoencoder that fuses static and time-series inputs, an attribute-based rather than image-based representation that drastically reduces compute demands, and residual fine-tuning adapters that strengthen knowledge transfer across tasks. StefaLand can be pretrained and finetuned on commonly available academic compute resources, yet consistently outperforms state-of-the-art supervised learning baselines, fine-tuned vision foundation models and commercially available embeddings, highlighting the previously overlooked value of cross-domain interactions and providing assistance to data-poor regions of the world.",10.48550/arXiv.2509.17942,preprint,Preprint,Primary evidence,Hydrological modelling,Other EOFM,Tier 2,Model paper with applications,Fine-tuning / PEFT,Geographic + temporal,Product / mapped label,Positive
SZ65GXGK,2026-05,2026,Modelling Carbon and Groundwater in Peatlands using Alpha Earth Embeddings,,10.5194/egusphere-egu26-13089,conferencePaper,Conference,Primary evidence,"Water, energy & climate states",AlphaEarth,Tier 2,Application study,Feature extraction,Within-domain / unclear,Direct / in situ,Mixed / conditional
W6AWLHUG,2026-05-29,2026,A new AI paradigm for groundwater level prediction: integrating the AlphaEarth foundations model in the Leizhou Peninsula,"Accurate spatial prediction of groundwater level is crucial for sustainable resource management but remains challenging in coastal regions like the Leizhou Peninsula due to sparse monitoring wells and the complexity of integrating various environmental data. Traditional models often fail to capture nonlinear interactions or generalize effectively under these data-constrained conditions. To address these limitations, this study proposes a novel framework that integrates the AlphaEarth Foundation (AEF) large model with the Tabular Prior-Data Fitted Network (TabPFN) deep learning architecture. We utilize the shared embedding data of the AEF to fuse various earth observation data including optical imagery, radar, and climate simulations into unified 64-dimensional features. Using monitoring data from 2023, six spatial prediction models were systematically evaluated and optimized through Bayesian frameworks to map groundwater depth (GWD). The results demonstrate that the proposed hybrid model achieved superior performance with a coefficient of determination (R2) of 0.793 and a root mean square error (RMSE) of 2.079 m. In addition, ablation experiments, 95% confidence intervals, and prediction bias analysis reveal that it outperformed traditional methods such as XGBoost and Random Forest. Furthermore, global sensitivity and interpretability analyses revealed that AEF embeddings effectively encoded key topographical and climatic drivers. The generated 90 m resolution GWD map unveiled distinct spatial heterogeneity across the peninsula. However, given the inherent uncertainties of small sample sizes, this framework is best utilized as a cost-effective, macro-level preliminary screening tool to guide future monitoring network densification and regional water management, rather than an absolute substitute for dense field monitoring.",10.3389/feart.2026.1790934,journalArticle,Peer reviewed,Primary evidence,"Water, energy & climate states",AlphaEarth,Tier 2,Application study,Fusion / similarity,Within-domain / unclear,Mixed,Positive
